recordNumber,recordDate,projectType,politicalParty,author,topic,parlState,commissionEntryDate,commissionReportDate,diasEnComision,subtheme
00864-2024-HCD,2024-11-01,ORD - Ordenanza,La Libertad Avanza,Feldtmann Maria Ines,Otros,Archivado,2024-11-07,,685,MODIFICANDO EL PUNTO 1.2.4.8 DEL CÓDIGO DE ORDENAMIENTO URBANO.-
00840-2024-HCD,2024-11-01,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Otros,En comisión,2024-11-07,,685,"CREANDO EL ""BANCO MUNICIPAL DE MEDICAMENTOS PARA USO VETERINARIO"".-"
00842-2024-HCD,2024-11-01,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Rivadulla Estefania,Declaración de Interes,Sancionado,2024-11-07,,685,"EL H.C.D. DECLARA DE INTERÉS LA JORNADA DE LIMPIEZA DE PLAYA LLEVADA A CABO POR ASEZ BAJO EL LEMA ""SALVEMOS LA TIERRA DE LA A A LA Z"" REALIZADA EL DÍA 30 DE OCTUBRE.-"
00843-2024-HCD,2024-11-01,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración de Interes,Archivado,2024-11-07,,685,EL H.C.D. DECLARA DE INTERÉS EL PROGRAMA FUTURO MEMORIA LLEVADO A CABO POR LA SUBSECRETARIA DE DERECHOS HUMANOS DE LA PROV. DE BUENOS AIRES.-
00844-2024-HCD,2024-11-01,ORD - Ordenanza,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Declaración de Interes,Archivado,2024-11-07,,685,DECLARANDO DE INTERÉS EL DÍA MUNDIAL PARA LA PREVENCIÓN DEL ABUSO SEXUAL INFANTIL QUE SE CONMEMORA EL DÍA 19 DE NOVIEMBRE DE CADA AÑO.-
00861-2024-HCD,2024-11-01,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración de Interes,Sancionado,2024-11-07,2025-07-24,259,EL H.C.D. DECLARA DE INTERÉS EL PROGRAMA DECISIÓN NIÑEZ LLEVADO ADELANTE POR EL ORGANISMO PROVINCIAL DE NIÑEZ Y ADOLESCENCIQA DEL MINISTERIO DE DESARROLLO DE LA COMUNIDAD.-
00847-2024-HCD,2024-11-01,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Otros,Sancionado,2024-11-07,2024-11-14,7,"EL H.C.D. EXPRESA SU PROFUNDA PREOCUPACIÓN POR LA SUBASTA DEL TERRENO UBICADO EN TOMKINSON Y NEUQUÉN, DE LA CIUDAD DE BECCAR.-"
00846-2024-HCD,2024-11-01,ORD - Ordenanza,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Otros,Sancionado,2024-11-07,2024-11-12,5,"DISPONIENDO LA INSTALACIÓN DE CARTELES DE ""BIENVENIDOS AL PARTIDO DE SAN ISIDRO"" EN LOS PRINCIPALES ACCESOS AL DISTRITO.-"
00868-2024-HCD,2024-11-04,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Salud Pública,Archivado,2024-11-07,,685,"ESTABLECIENDO EN EL ÁMBITO DEL PARTIDO DE SAN ISIDRO, LA ""SEMANA DE LOS TRANSTORNOS ALIMENTARIOS Y LA IMAGEN CORPORAL"".-"
012089-2024-C C 0 2 3,2024-11-04,ORD - Ordenanza,Ejecutivo,Ejecutivo,Presupuesto,Sancionado,2024-11-07,,685,PRESUPUESTO GENERAL DE GASTOS 2025
00872-2024-HCD,2024-11-04,ORD - Ordenanza,La Libertad Avanza,Feldtmann Maria Ines,Puertos,Archivado,2024-11-07,,685,CREANDO EL PROYECTO INTEGRAL DEL PUERTO DE SAN ISIDRO.-
00869-2024-HCD,2024-11-04,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración de Interes,Sancionado,2024-11-07,2024-11-14,7,"EL H.C.D. DECLARA DE INTERÉS EL DÍA 30 DE NOVIEMBRE DE CADA AÑO COMO ""DÍA INTERNACIONAL DE LUCHA CONTRA LOS TRANSTORNOS ALIMENTARIOS"".-"
012436-2024-S,2024-11-04,ORD - Ordenanza,Ejecutivo,Ejecutivo,ORDENANZA FISCAL,Sancionado,2024-11-07,2024-11-14,7,ORDENANZA FISCAL 2025
009681-2024-S,2024-11-04,ORD - Ordenanza,Ejecutivo,Ejecutivo,Tránsito,Sancionado,2024-11-07,2024-11-12,5,CAMBIO DE SENTIDO DE CIRCULACION CALLE PASTEUR.
012447-2024-S,2024-11-04,ORD - Ordenanza,Ejecutivo,Ejecutivo,ORDENANZA IMPOSITIVA,Sancionado,2024-11-07,2024-11-11,4,ORDENANZA IMPOSITIVA 2025
00906-2024-HCD,2024-11-14,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Adhesión,En comisión,2024-11-21,,671,ADHIRIENDO A LA LEY PROVINCIAL N° 15.406.Regula el uso de artificios pirotécnicos y de cohetería de alto impacto.PIROTECNIA
00914-2024-HCD,2024-11-14,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración de Interes,Archivado,2024-11-21,,671,"EL H.C.D. DECLARA DE INTERÉS A LA UNIVERSIDAD NACIONAL SCALABRINI ORTÍZ EN EL MARCO DEL ""DÍA NACIONAL DE LA GRATUIDAD DE LA ENSEÑANZA UNIVERSITARIA EN ARGENTINA"".-"
00908-2024-HCD,2024-11-14,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Otros,En comisión,2024-11-21,,671,"ESTABLECIENDO EN EL PARTIDO DE SAN ISIDRO TODOS LOS 19 DE FEBRERO DE CADA AÑO COMO EL ""DÍA MUNICIPAL CONTRA LA DISCRIMINACIÓN POR ORIENTACIÓN SEXUAL, IDENTIDAD Y EXPRESIÓN DE GÉNERO EN EL DEPORTE"".-"
00916-2024-HCD,2024-11-14,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Derechos Humanos y Género,Archivado,2024-11-21,,671,CREANDO LA DIRECCIÓN MUNICIPAL DE DERECHOS HUMANOS.-
00927-2024-HCD,2024-11-14,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Declaración de Interes,En comisión,2024-11-21,,671,"EL H.C.D. DECLARA DE INTERÉS A LA REVISTA ESPECIALIZADA EN RUGBY INGOAL, POR SU CONTRIBUCIÓN A LA PROMOCIÓN Y DIFUSIÓN DE LOS VALORES DEPORTIVOS EN LA COMUNIDAD."
00921-2024-HCD,2024-11-14,RES - Resolución,Bloque Unión X La Patria,Diaz Marcos,Declaración de Interes,Sancionado,2024-11-21,,671,"EL H.C.D. DECLARA DE INTERÉS EL PROYECTO ECO-CYCLE, REALIZADO POR ESTUDIANTES DEL CICLO LECTIVO 2024 DE LA ESCUELA DE EDUCACIÓN SECUNDARIA TÉNICA N°4, DE LA CUUDAD DE BOULOGNE.-"
00924-2024-HCD,2024-11-14,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Beneplácito,Sancionado,2024-11-21,2025-07-24,245,EL H.C.D. EXPRESA SU BENEPLÁCITO A LA ADMIRABLE LABOR SOCIAL Y APOYO AL DESARROLLO HUMANO QUE DESEMPEÑAN LOS CENTROS CONIN EN SAN ISIDRO Y EN TODO EL PAÍS.-
00912-2024-HCD,2024-11-14,,Bloque Unión X La Patria,Schuppisser Manuela,Educación,Sancionado,2024-11-21,2025-03-12,111,"S/ GARANTIZAR MICROS ESCOLARES PARA EL TRASLADO DE LOS ESTUDIANTES QUE PARTICIPAN EN EL ""PROGRAMA DE CONSOLIDACIÓN DEMOCRÁTICA Y PARTICIPACIÓN CIUDADANA JUVENIL, BANCA 25"".-"
00904-2024-HCD,2024-11-14,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Beneplácito,Sancionado,2024-11-21,2024-11-28,7,EL H.C.D. MANIFIESTA SU BENEPLÁCITO Y FELICITA A TODA LA DELEGACIÓN DEL PARTIDO DE SAN ISIDRO QUE NOS REPRESENTÓ EN LA 33° EDICIÓN DE LOS JUEGOS BONAERENSES -
00928-2024-HCD,2024-11-14,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Reconocimiento,Archivado,2024-11-21,2024-11-28,7,"EL H.C.D. EXPRESA SU RECONOCIMIENTO AL SR. DONALD MCCLUSKEY, VECINO DE SAN ISIDRO, POR SU RECONOCIDA Y VASTA TRAYECTORIA EN LA CULTURA NACIONAL.-"
00909-2024-HCD,2024-11-14,RES - Resolución,Bloque Pro San Isidro,Viveka Nyborg Andersen,Reconocimiento,Archivado,2024-11-21,2024-11-28,7,"EL H.C.D. FELICITA Y SE ENORGULLECE POR LA TRAYECTORIA Y LA RECIENTE CONDECORACIÓN DE ""MEMBER OF THE BRITISH EMPIRE"" OTORGADA AL VECINO PETER MACFARLANES."
00903-2024-HCD,2024-11-14,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Repudio,Sancionado,2024-11-21,2024-11-20,-1,EL HCD EXPRESA SU REPUDIO AL PROGRAMA IDENTIDADES BONAERENSES.-
00905-2024-HCD,2024-11-14,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Repudio,Sancionado,2024-11-21,2024-11-20,-1,EL H.C.D. EXPRESA SU REPUDIO A LO OCURRIDO EL PASADO 9 DE NOVIEMBRE EN LA INAUGURACIÓN DE NUEVOS VESTUARIOS MASCULINOS EN EL CLUB BA.NA.DE.-
00901-2024-HCD,2024-11-14,RES - Resolución,Bloque Pro San Isidro,Martinez Gabriela (mandato cumplido),Repudio,Sancionado,2024-11-21,2024-11-20,-1,"EL HC.D. MANIFIESTA SU REPUDIO A LA DISTRIBUCION REALIZADA POR EL GOBIERNO DE LA PROVINCIA DE BUENOS AIRES EN LAS ESCUELAS SECUNDARIAS DE LA PROVINCIA EL MATERIAL LLAMADO ""COMETIERRA"".-"
12604-2024-S,2024-11-15,ORD - Ordenanza,Ejecutivo,Ejecutivo,Obras Particulares,Girado al ejecutivo,2024-11-21,2024-12-12,21,MODIFICACION DEL CORDIGO DE ORDENAMIENTO URBANO
06550-2024-S,2024-11-15,ORD - Ordenanza,Ejecutivo,Ejecutivo,Arbolado Público,Sancionado,2024-11-21,2024-12-09,18,PROCEDIMIENTO PARA EXTRACCION ARBOREA
12831-2024-S,2024-11-15,ORD - Ordenanza,Ejecutivo,Ejecutivo,Otros,Sancionado,2024-11-21,2024-11-28,7,CREACIÓN DE LA AGENCIA DE CONTROL DE SAN ISIDRO
12832-2024-S,2024-11-15,ORD - Ordenanza,Ejecutivo,Ejecutivo,Comercios e Industrias,Sancionado,2024-11-21,2024-11-28,7,REGULACIÓN DE LAS ACTIVIDADES ECONÓMICAS DE SAN ISIDRO
00929-2024-HCD,2024-11-20,DEC - Decreto,Bloque UCR - Juntos San Isidro,Vazquez Pol Martín (mandato cumplido),Honorable Concejo Deliberante,Sancionado,2024-11-21,,671,PRORROGANDO POR EL PLAZO DE TREINTA DÍAS EL PERIODO DE SESIONES ORDINARIAS CORRESPONDIENTES AL AÑO 2024.-
09093-2024-S,2024-11-21,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2024-11-21,2024-11-28,7,LEGITIMO ABONO
11237-2024-S,2024-11-21,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2024-11-21,2024-11-28,7,LEGITIMO ABONO
11238-2024-S,2024-11-21,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2024-11-21,2024-11-28,7,LEGITIMO ABONO
10899-2024-S,2024-11-21,ORD - Ordenanza,Ejecutivo,Ejecutivo,Patrimonio Municipal,Sancionado,2024-11-21,2024-11-28,7,ADQUISICIÓN DE PROPIEDAD CONTIGUA A LA ESCUELA MUNICIPAL MALVINAS ARGENTINAS
02105-2024-D,2024-11-22,ORD - Ordenanza,Ejecutivo,Ejecutivo,Licencia,Sancionado,2024-11-21,2024-12-12,21,LICENCIA DEL SR. INTENDENTE MUNICIPAL
00937-2024-HCD,2024-11-29,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Salud Pública,En comisión,2024-12-05,,657,EL H.C.D. EXPRESA SU BENEPLÁCITO POR EL PROGRAMA PROVINCIAL DE CANNABIS TERAPÉUTICO POR PARTE DEL MINISTERIO DE SALUD DE LA PROVINCIA DE BUENOS AIRES.-
00938-2024-HCD,2024-11-29,ORD - Ordenanza,La Libertad Avanza,Feldtmann Maria Ines,Higiene Urbana,Archivado,2024-12-05,,657,"ESTABLECIENDO UNA REDUCCIÓN DEL 10% EN EL IMPORTE DE LA TASA DE ALUMBRADO, BARRIDO Y LIMPIEZA PARA AQUELLOS VECINOS QUE TENGAN UN CONTENEDOR DE RESIDUOS EN EL FRENTE DE SU CASA.-"
00940-2024-HCD,2024-11-29,RES - Resolución,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Beneplácito,Sancionado,2024-12-05,,657,"EL H.C.D. MANIFIESTA SU BENEPLÁCITO Y LAS FELICITACIONES CORRESPONDIENTES A LA DELEGACIÓN DEL CLUB DE CIENCIAS, DE LA ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA N°4 ""ESTADO PLURINACIONAL DE BOLIVIA"" DE SAN ISIDRO, POR SU PARTICIPACIÓN EN LA CONFRENCIA LATINOAMERICANA SOBRE ""TECNOLOGÍA Y APLICACIONES DE SATÉLITES PEQUEÑOS"" DE LA ACADEMIA INTERNACIONAL DE ASTRONÁUTICA.-"
00932-2024-HCD,2024-11-29,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Salud Pública,En comisión,2024-12-05,,657,EL H.C.D. EXPRESA SU PREOCUPACIÓN POR EL DECRETO NACIONAL N° 1024/2024 POR EL CUAL EL GOBIERNO NACIONAL HABILITA LA VENTA LIBRE DE MEDICAMENTOS EN GÓNDOLAS.-
00939-2024-HCD,2024-11-29,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Ordenamiento vial,Sancionado,2024-12-05,2024-12-12,7,ESTABLECIENDO LA VELOCIDAD MÁXIMA PERMITIDA DE 30KM/H. EN TODAS LAS ARTERIAS VIALES UBICADAS DENTRO DEL PERÍMETRO DEL CENTRO COMERCIAL DE SAN ISIDRO.-
10914-2011-S ALC22 CUERPO 023,2024-12-02,ORD - Ordenanza,Ejecutivo,Ejecutivo,Licitacion,Sancionado,2024-12-05,2024-12-12,7,LLAMADO A LICITACION PARA ADJUDICACION DE PUBLICIDAD EN VIA PUBLICA
0008-2025-HCD,2025-02-05,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Tránsito,En comisión,2025-02-04,,596,CREANDO EL OBSERVATORIO VIAL DE LA CIUDAD DE SAN ISIDRO.
0011-2025-HCD,2025-02-18,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Rivadulla Estefania,Repudio,En comisión,2025-02-14,,586,EL H.C.D. EXPRESA SU MÁS ENÉRGICO REPUDIO AL ACCIONAR DE LOS MILITANTES DE LA LIBERTAD AVANZA QUIENES SE MOSTRARON REIVINDICANDO SÍMBOLOS ASOCIADOS A LA ÚLTIMA DICTADURA MILITAR.-
0028-2025-HCD,2025-02-27,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Obras Públicas,Sancionado,2025-02-27,2025-03-10,11,S/ LA FINALIZACIÓN DEL PROYECTO DEL ALIVIADOR ALTO PERÚ.
012988-2024-D CUERPO 0 Y 2,2025-02-28,ORD - Ordenanza,Ejecutivo,Ejecutivo,Licitacion,Sancionado,2025-01-28,2025-03-13,44,SUMINISTRO SUM: 700-1601/2024 SERVICIO PROVISIÓN DE SANGRE
0040-2025-HCD,2025-03-10,ORD - Ordenanza,La Libertad Avanza,Feldtmann Maria Ines,Declaración,En comisión,2025-03-20,,552,ESTABLECIENDO EL 25 DE MARZO COMO DÍA MUNICIPAL DEL NIÑO POR NACER.
0050-2025-HCD,2025-03-13,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Derechos Humanos y Género,En comisión,2025-03-20,,552,"CREANDO EL PROGRAMA MUNICIPAL DE DERECHOS HUMANOS ""ESQUINAS POR LA MEMORIA"", EN EL ÁMBITO DEL PARTIDO DE SAN ISIDRO."
0051-2025-HCD,2025-03-13,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Parques y Plazas,En comisión,2025-03-20,,552,"DISPONIENDO CON EL NOMBRE DE ""TENIENTE DE FRAGATA ALEJANDRO TAGLIAPIETRA"" A LA ROTONDA QUE SE ENCUENTRA EN LA INTERSECCION DE LA AV. ANDRÉS ROLÓN Y LA CALLE JOSÉ INGENIEROS, DE LA CIUDAD DE BECCAR."
0057-2025-HCD,2025-03-14,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Estacionamiento,Archivado,2025-03-20,,552,CREANDO EL BENEFICIO DE LIBRE ESTACIONAMIENTO EN LUGARES ESPECÍFICOS EN TODO EL DISTRITO DE SAN ISIDRO PARA VETERANOS DE MALVINAS.-
0059-2025-HCD,2025-03-14,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Repudio,En comisión,2025-03-20,,552,"EL H.C.D. EXPRESA SU PEPUDIO A LA RESOLUCIÓN N° 187/2025 DE LA AGENCIA NACIONAL DE DISCAPACIDAD, POR EL USO DE TERMINOLOGÍA DISCRIMINATORIA Y OFENSIVA HACIA PERSONAS CON DISCAPACIDAD.-"
0053-2025-HCD,2025-03-14,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Repudio,En comisión,2025-03-20,,552,"EL H.C.D. EXPRESA SU REPUDIO A LA REPRESIÓN EJERCIDA EL DÍA 12 DE MARZO DE 2025 CONTRA JUBILADOS, JUBILADAS, MANIFESTANTES Y PERIODISTAS EN LA MOVILIZACIÓN REALIZADA FRENTE AL CONGRESO DE LA NACIÓN.-"
0074-2025-HCD,2025-03-14,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Planeamiento Urbano,Archivado,2025-03-20,,552,"ESTABLECIENDO LA PROTECCIÓN INTEGRAL DEL PREDIO UBICADO CATASTRALMENTE COMO PARCELA 1E- FRACCIÓN IV SECCIÓN D- CIRCUNSCRIPCIÓNI V Y FRACCIÓN V- SECCIÓN FCIRCUNSCRIPCIÓNVI, PARA QUE EN UN FUTURO LA ÚNICA ZONIFICACIÓN AUTORIZADA SEA DENOMINADA ""E"" (ESPACIO PÚBLICO), EN NUESTRO C.O.U."
0065-2025-HCD,2025-03-14,DEC - Decreto,Bloque Unión X La Patria,Schuppisser Manuela,Otros,En comisión,2025-03-20,,552,"ESTABLECIENDO QUE EL DÍA 8 DE MARZO DE CADA AÑO, SE ILUMINE LA FACHADA DEL H.C.D. CON EL COLOR VIOLETA,"
0064-2025-HCD,2025-03-14,,La Libertad Avanza,Debora Ruiz Ceballos,Obras Públicas,Sancionado,2025-03-20,2025-05-27,68,"S/ LA INCLUSIÓN DE UNA RAMPA PARA PEQUEÑAS EMBARCACIONES Y BAÑOS PÚBLICOS EN EL PROYECTO DE REFORMA DE LAS COSTA A LA ALTURA DE 33 ORIENTALES, DE LA CIUDAD DE BECCAR."
0060-2025-HCD,2025-03-14,DEC - Decreto,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Presupuesto,Sancionado,2025-03-20,2025-04-10,21,"S/ EL ACCESO AL SISTEMA INFORMÁTICO RAFAM, CON USUARIO PERSONAL, CLAVE Y PERMISO DE CONSULTA A CADA UNO DE LOS CONCEJALES."
0095-2025-HCD,2025-03-28,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Otros,Archivado,2025-04-04,,537,EFECTUÁNDO MODIFICACIONES AL CÓDIGO DE ORDENAMIENTO URBANO.-
0112-2025-HCD,2025-03-28,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Otros,En comisión,2025-04-04,,537,"CREANDO EN LOS EDIFICIOS DE LAS INSTITUCIONES MUNICIPALES DE SAN ISIDRO UN ESPACIO DEDICADO A LA LACTANCIA , CUYA FUNCIÓN SERÁ RECOLECTAR, CONSERVAR Y ADMINISTRAR LA LECHE MATERNA."
0087-2025-HCD,2025-03-28,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Ordenanza,En comisión,2025-04-04,,537,"DEROGANDO EL INCISO ""F"" DEL ARTÍCULO 1° Y EL ARTÍCULO 5° DE LA ORDENANZA N°9390.-"
0080-2025-HCD,2025-03-28,DEC - Decreto,Bloque Unión X La Patria,Schuppisser Manuela,Declaración de Interes,Sancionado,2025-04-04,2025-05-29,55,"DECLARANDO DE INTERÉS DEL H.C.D. LA JORNADA AERÓBICA RECREATIVA ""BENITO CORRE"", ORGANIZADA POR LA COMUNIDAD DE LA ESCUELA SECUNDARIA N° 14 ""BENITO LYNCH"", DE LA CIUDAD DE BOULOGNE."
0110-2025-HCD,2025-03-28,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Declaración de Interes,En comisión,2025-04-04,2025-05-15,41,"DECLARANDO DE INTERÉS HISTÓRICO Y ARQUITECTÓNICO EL INMUEBLE UBICADO EN LA CALLE VICENTE LÓPEZ N° 39 , DE LA CIUDAD DE MARTÍNEZ."
4105-2494-2025-C,2025-04-04,ORD - Ordenanza,Ejecutivo,Ejecutivo,Rendición de Cuentas,Sancionado,2025-04-04,,537,RENDICION DE CUENTAS
00139-2025-HCD,2025-04-11,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Comercios e Industrias,En comisión,2025-04-21,,520,ESTABLECIENDO LA OBLIGATORIEDAD PARA TODA PERSONA QUE DESARROLLE CUALQUIER TIPO DE ACTIVIDAD LABORAL EN LA VÍA PÚBLICA PORTAR DE MANERA INEQUÍVOCAS Y PERMANENTEMENTE VISIBLE UNA IDENTIFICACIÓN.
00155-2025-HCD,2025-04-11,DEC - Decreto,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Honorable Concejo Deliberante,En comisión,2025-04-21,,520,CONVOCANDO AL SR. INTENDENTE MUNICIPAL A UNA SESIÓN ESPECIAL A REALIZARSE EL DÍA 28 DE ABRIL DEL CORRIENTE AÑO.
00137-2025-HCD,2025-04-11,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Beneplácito,En comisión,2025-04-21,,520,"EL H.C.D EXPRESA SU BENEPLÁCITO POR LA PRESENTACIÓN DEL PROGRAMA ""MEDICAMENTOS BONAERENSES DEL GOBIERNO DE LA PCIA. DE BUENOS AIRES."""
00148-2025-HCD,2025-04-11,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Salud Pública,Archivado,2025-04-21,,520,CREANDO EL OBSERVATORIO DE SALUD MENTAL Y CONSUMO PROBLEMÁTICO.
00141-2025-HCD,2025-04-11,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Obras Particulares,En comisión,2025-04-21,,520,"SUSPENDIENDO MOMENTÁNEAMENTE EL PERMISO DE OBRA OTORGADO Y LOS TRABAJOS DE OBRA INICIADOS SOBRE LA CALLE IPIRANGA DESDE SERRANO HASTA ROLÓN, DE LA CIUDAD DE BOULOGNE."
00151-2025-HCD,2025-04-11,,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Tránsito,Sancionado,2025-04-21,2025-04-29,8,"S/ SUSPENDER EL CAMBIO DE MANO DE CIRCULACIÓN IMPLEMENTADO EN LAS CALLE PADRE ACEVEDO Y GENERAL GUIDO, EN EL TRAMO COMPRENDIDO ENTRE ACCESO TIGRE Y LA AV. BLANCO ENCALADA, DE LA CIUDAD DE SAN ISIDRO"
00146-2025-HCD,2025-04-11,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Tránsito,Sancionado,2025-04-21,2025-04-29,8,"ESTABLECIENDO EL SENTIDO ÚNICO DE CIRCULACIÓN VEHÍCULAR DE LA CALLE LUIS MARÍA DRAGO (OESTE-ESTE), EN EL TRAMO COMPRENDIDO ENTRE LA AV. BERNARDO ADER HASTA COMANDANTE LUIS PIEDRABUENA, DE LA CIUDAD DE VILLA ADELINA."
00179-2025-HCD,2025-04-25,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Repudio,En comisión,2025-05-08,,503,EL H.C.D. EXPRESA SU REPUDIO A LA MEDIDA DE AUDITORIA DE PENSIONES TOMADA POR EL GOBIERNO NACIONAL.-
00174-2025-HCD,2025-04-25,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Repudio,En comisión,2025-05-08,,503,
0182-2025-HCD,2025-04-25,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Beneplácito,Sancionado,2025-05-08,2025-05-29,21,"EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA PROMULGACIÓN DEL GOBIERNO BONAERENSE DE LA LEY 15.520 QUE INTRODUCE MODIFICACIONES A LA NORMATIVA SOBRE EL ""REGISTRO DE DEUDORES ALIMENTARIOS MOROSOS."""
0175-2025-HCD,2025-04-25,ORD - Ordenanza,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Planeamiento Urbano,Sancionado,2025-05-08,2025-05-12,4,"S/ INSTALAR UN PASO PEATONAL ELEVADO SOBRE LA CALLE CONSCRIPTO MARCELO OSCAR ROMERO, ENTRE MÑOR. LARUMBE Y CÓRDOBA EN LA CIUDAD DE MARTÍNEZ.-"
0184-2025-HCD,2025-04-29,RES - Resolución,Bloque Pro San Isidro,Viveka Nyborg Andersen,Beneplácito,En comisión,2025-05-08,,503,EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA PROMULGACIÓN DE LA LEY NACIONAL N°27.786 POR SU RELEVANCIA PARA LA SEGURIDAD NACIONAL Y EL FORTALECIMIENTO DEL ORDEN JURÍDICO.
0186-2025-HCD,2025-04-29,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Seguridad,En comisión,2025-05-08,,503,CREANDO EL REGISTRO MUNICIPAL DE ALARMAS VECINALES DE SAN ISIDRO.
0183-2025-HCD,2025-04-29,ORD - Ordenanza,Bloque Pro San Isidro,Viveka Nyborg Andersen,Otros,En comisión,2025-05-08,,503,FACULTANDO AL D.E. A IMPULSAR CAMPAÑAS DE CONCIENCIACIÓN Y EDUCACIÓN SOBRE LA LEY NACIONAL ANTIMAFIAS N°27.786.-
0190-2025-HCD,2025-04-29,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Beneplácito,Sancionado,2025-05-08,2025-05-29,21,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y FELICITACIÓN AL LOCAL DE PANIFICADOS ""LA MANTEQUERIA"", POR APOSTAR E IMPULSAR EL DESARROLLO ECONÓMICO EN LA CIUDAD DE SAN ISIDRO."
00215-2025-HCD,2025-04-30,RES - Resolución,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Repudio,En comisión,2025-05-08,,503,EL H.C.D. EXPRESA SU REPUDIO A LA PARALIZACIÓN DE LAS OBRAS DE MANTENIMIENTO DE URGENCIAS DE LA SEDE DE LA UNIVERSIDAD NACIONAL SCALABRINI ORTIZ.-
